date,open,high,low,close,volume
2021-06-23,0.2505,0.2999,0.2348,0.271,33580510.0
2021-06-24,0.271,0.2871,0.2532,0.2697,14732773.0
2021-06-25,0.2697,0.2862,0.2419,0.2423,22714356.0
2021-06-26,0.2426,0.2495,0.2233,0.2448,20928297.0
2021-06-27,0.245,0.298,0.2425,0.2962,100463625.0
2021-06-28,0.2962,0.297,0.2718,0.2841,57450027.0
2021-06-29,0.2842,0.3154,0.2707,0.2861,47901010.0
2021-06-30,0.2865,0.292,0.2549,0.271,45258738.0
2021-07-01,0.2713,0.2718,0.2464,0.2517,38724955.0
2021-07-02,0.2515,0.2671,0.2404,0.2613,39436740.0
2021-07-03,0.2611,0.2749,0.2492,0.2633,26840543.0
2021-07-04,0.2635,0.2808,0.2561,0.2699,26646564.0
2021-07-05,0.2698,0.271,0.2499,0.2577,20879797.0
2021-07-06,0.2578,0.328,0.2553,0.325,154469518.0
2021-07-07,0.3248,0.385,0.3119,0.3164,361461094.0
2021-07-08,0.3165,0.3244,0.2753,0.2823,116390482.0
2021-07-09,0.2825,0.2989,0.2657,0.2803,78241681.0
2021-07-10,0.2803,0.2953,0.2711,0.2795,53578757.0
2021-07-11,0.279,0.3342,0.279,0.3097,232017307.0
2021-07-12,0.3095,0.313,0.2768,0.2899,86108118.0
2021-07-13,0.29,0.312,0.2744,0.288,80718837.0
2021-07-14,0.288,0.318,0.27,0.2966,85536225.0
2021-07-15,0.2965,0.3032,0.2622,0.2803,93360176.0
2021-07-16,0.2803,0.2927,0.2647,0.267,47459037.0
2021-07-17,0.2671,0.2729,0.2566,0.2612,24417911.0
2021-07-18,0.2615,0.2734,0.256,0.2614,20415186.0
2021-07-19,0.2611,0.2637,0.243,0.2479,21029119.0
2021-07-20,0.2478,0.2482,0.2107,0.2226,62610127.0
2021-07-21,0.2225,0.2475,0.2127,0.2389,34634885.0
2021-07-22,0.2389,0.2559,0.23,0.2472,42317819.0
2021-07-23,0.2474,0.2542,0.231,0.2459,45868916.0
2021-07-24,0.246,0.2643,0.2418,0.2492,62928332.0
2021-07-25,0.2489,0.2572,0.2408,0.253,46193037.0
2021-07-26,0.2529,0.2742,0.2445,0.245,75398001.0
2021-07-27,0.245,0.26,0.2336,0.252,77048623.0
2021-07-28,0.2523,0.2578,0.2424,0.2473,30657302.0
2021-07-29,0.2474,0.2629,0.2413,0.2609,46837132.0
2021-07-30,0.2613,0.2846,0.242,0.2761,186089175.0
2021-07-31,0.276,0.325,0.2731,0.295,221499106.0
2021-08-01,0.295,0.3131,0.267,0.2733,114386806.0
2021-08-02,0.2731,0.2959,0.27,0.2801,63188999.0
2021-08-03,0.2802,0.3033,0.2756,0.2791,122545827.0
2021-08-04,0.2788,0.3075,0.2713,0.2921,97874684.0
2021-08-05,0.2921,0.3215,0.2821,0.3121,118021327.0
2021-08-06,0.3119,0.325,0.3035,0.3149,103018049.0
2021-08-07,0.3147,0.34,0.3003,0.3195,113701179.0
2021-08-08,0.3198,0.3252,0.2885,0.2946,63764856.0
2021-08-09,0.2946,0.3466,0.285,0.3315,78533841.0
2021-08-10,0.3315,0.3807,0.3256,0.3329,227605739.0
2021-08-11,0.3328,0.3754,0.3327,0.3417,141434594.0
2021-08-12,0.3419,0.3604,0.3183,0.3423,130109774.0
2021-08-13,0.3424,0.4176,0.3377,0.3975,219131438.0
2021-08-14,0.3975,0.4143,0.3681,0.3922,137613989.0
2021-08-15,0.3923,0.3998,0.3685,0.3931,63404352.0
2021-08-16,0.3934,0.4173,0.375,0.3764,107913869.0
2021-08-17,0.3761,0.4059,0.3475,0.3545,100364260.0
2021-08-18,0.3542,0.3766,0.3266,0.3525,113630768.0
2021-08-19,0.3527,0.3831,0.3436,0.3768,85734511.0
2021-08-20,0.3771,0.3914,0.3721,0.39,51748585.0
2021-08-21,0.3904,0.435,0.3745,0.4335,132067735.0
2021-08-22,0.4334,0.4774,0.3846,0.4428,142371377.0
2021-08-23,0.4429,0.45,0.4104,0.424,72139050.0
2021-08-24,0.4235,0.4425,0.3875,0.4035,178210608.0
2021-08-25,0.4034,0.433,0.3948,0.4191,108288633.0
2021-08-26,0.4192,0.4345,0.37,0.3903,112470134.0
2021-08-27,0.3903,0.431,0.3774,0.422,87998591.0
2021-08-28,0.4223,0.4357,0.4101,0.4154,61389629.0
2021-08-29,0.4156,0.424,0.4,0.4057,36152789.0
2021-08-30,0.4058,0.4292,0.3892,0.3979,66212904.0
2021-08-31,0.3976,0.4638,0.392,0.4544,132509199.0
2021-09-01,0.4542,0.4639,0.4205,0.4477,90499278.0
2021-09-02,0.4478,0.4549,0.4252,0.4378,52312888.0
2021-09-03,0.4377,0.4634,0.4289,0.4496,63337559.0
2021-09-04,0.4496,0.4875,0.4416,0.4749,114546283.0
2021-09-05,0.4749,0.4892,0.4606,0.4814,64942091.0
2021-09-06,0.4815,0.6647,0.4369,0.6224,494891566.0
2021-09-07,0.6221,0.6481,0.3444,0.4707,411524958.0
2021-09-08,0.4712,0.503,0.41,0.4464,122799308.0
2021-09-09,0.4464,0.501,0.44,0.4533,103743282.0
2021-09-10,0.4532,0.4708,0.3971,0.41,73407858.0
2021-09-11,0.41,0.4328,0.4,0.4079,77361871.0
2021-09-12,0.4078,0.456,0.3912,0.4354,72964261.0
2021-09-13,0.4354,0.44,0.3813,0.4148,66905904.0
2021-09-14,0.4147,0.4368,0.4058,0.4322,56187395.0
2021-09-15,0.4324,0.55,0.428,0.4841,289469863.0
2021-09-16,0.4841,0.5043,0.4608,0.4997,125380274.0
2021-09-17,0.4997,0.5484,0.458,0.4682,171678206.0
2021-09-18,0.4683,0.497,0.4595,0.4785,57288501.0
2021-09-19,0.4784,0.4825,0.4402,0.4477,39436405.0
2021-09-20,0.4476,0.4484,0.3654,0.3802,79401469.0
2021-09-21,0.3801,0.4062,0.33,0.3431,96854560.0
2021-09-22,0.3432,0.3996,0.3344,0.3899,99260286.0
2021-09-23,0.3897,0.4051,0.3772,0.3932,54448289.0
