date,open,high,low,close,volume
2020-09-04,4899.0,5395.5,3871.2,4297.9,11401.975999999919
2020-09-05,4294.7,5582.9,3267.5,3770.0,19961.927999999916
2020-09-06,3766.0,4233.1,2755.0,3873.4,16701.74299999998
2020-09-07,3865.6,4045.0,3119.5,3706.9,9500.470999999972
2020-09-08,3708.9,3766.0,3105.2,3217.6,6317.599999999954
2020-09-09,3220.2,3753.0,2853.9,3569.0,11104.249000000014
2020-09-10,3570.3,4239.0,3496.8,3958.0,15163.411000000022
2020-09-11,3959.9,4970.9,3650.3,4927.0,18808.86999999999
2020-09-12,4923.7,6970.0,4567.0,6473.0,59154.50500000012
2020-09-13,6465.9,6519.9,4872.0,5546.0,46395.19199999995
2020-09-14,5547.6,6538.2,5013.9,5777.6,42934.42199999998
2020-09-15,5774.3,6135.3,4836.9,4919.8,28699.98799999993
2020-09-16,4917.7,5220.0,4276.2,4659.3,38623.29899999993
2020-09-17,4659.2,5188.0,4071.0,4350.2,29377.92899999998
2020-09-18,4352.5,4658.0,3833.0,4118.9,24921.14099999997
2020-09-19,4115.0,4118.9,3721.0,3912.9,16841.57999999998
2020-09-20,3911.4,4288.3,3273.1,3540.2,24924.73400000003
2020-09-21,3540.9,3630.0,2860.0,3065.8,31023.123000000018
2020-09-22,3065.9,3310.0,2956.6,3168.3,20124.15899999998
2020-09-23,3169.0,3327.1,2885.1,2896.5,22836.100000000053
2020-09-24,2899.6,3247.6,2822.5,3244.8,18346.354000000025
2020-09-25,3240.9,3456.0,2986.1,3340.2,19162.022999999994
2020-09-26,3343.7,3896.9,3214.5,3796.8,26621.69800000006
2020-09-27,3794.0,4055.0,3371.5,3550.3,27310.80799999997
2020-09-28,3551.4,3658.3,3177.0,3245.1,17424.749000000033
2020-09-29,3246.4,3319.4,2987.1,3147.8,12898.127000000013
2020-09-30,3146.7,3155.1,3000.0,3090.5,10052.943000000003
2020-10-01,3093.9,3264.5,2820.0,3043.9,16124.838999999969
2020-10-02,3042.9,3059.5,2425.3,2608.7,23729.478999999974
2020-10-03,2610.9,2656.3,2173.4,2199.1,14530.34799999997
2020-10-04,2199.1,2273.1,1870.0,2142.0,39866.38599999991
2020-10-05,2143.3,2155.7,1850.7,1943.7,31331.36699999997
2020-10-06,1943.5,1986.4,1500.6,1558.9,39895.668999999856
2020-10-07,1560.4,1561.8,1152.6,1407.6,94869.83600000008
2020-10-08,1409.4,2025.0,1211.2,1893.0,124919.80499999985
2020-10-09,1895.5,2398.0,1706.0,2294.6,158637.59700000056
2020-10-10,2291.3,2499.0,1942.3,2007.3,125768.6040000009
2020-10-11,2006.8,2328.2,1906.6,2184.0,105584.73100000103
2020-10-12,2184.3,2543.7,2099.0,2349.7,89704.62300000072
2020-10-13,2349.0,2476.0,2205.1,2286.0,68434.71900000074
2020-10-14,2286.2,2358.8,2023.3,2146.0,64150.01400000066
2020-10-15,2146.8,2254.3,2002.2,2150.2,63410.705000000635
2020-10-16,2150.2,2152.9,1824.3,1879.5,55429.39300000061
2020-10-17,1879.9,1949.8,1784.1,1906.9,41216.5170000007
2020-10-18,1906.9,2088.8,1873.6,2079.8,43844.245000000694
2020-10-19,2081.4,2096.9,1850.0,1893.4,39337.273000000605
2020-10-20,1892.7,1952.9,1700.5,1776.1,45152.422000000726
2020-10-21,1776.2,1972.1,1760.6,1837.5,52826.57400000072
2020-10-22,1838.2,1947.8,1807.3,1846.3,29215.985000000408
2020-10-23,1847.1,1960.5,1816.9,1898.7,33106.29900000042
2020-10-24,1898.0,1948.7,1830.9,1868.2,21597.231000000487
2020-10-25,1868.2,1879.3,1715.7,1736.8,18959.33700000043
2020-10-26,1736.9,1813.7,1467.8,1577.7,32630.754000000343
2020-10-27,1577.4,1663.7,1518.0,1571.6,28899.294000000198
2020-10-28,1569.9,1592.1,1338.0,1394.2,36090.23400000005
2020-10-29,1394.8,1425.6,1240.6,1265.8,43610.88300000007
2020-10-30,1266.3,1533.0,1126.6,1369.5,96340.89199999985
2020-10-31,1370.0,1452.4,1241.0,1276.9,64806.17100000054
2020-11-01,1276.8,1333.4,1260.3,1302.8,39747.38600000064
2020-11-02,1302.9,1382.5,1220.0,1230.2,42514.080000000526
2020-11-03,1229.4,1244.7,1150.9,1181.1,46743.98200000073
2020-11-04,1180.1,1247.3,1017.6,1063.2,76118.33600000065
2020-11-05,1063.7,1291.8,967.8,1122.3,104905.1270000005
2020-11-06,1122.9,1410.0,1114.1,1372.3,100358.2380000009
2020-11-07,1372.5,1954.1,1355.0,1518.7,178587.12000000116
2020-11-08,1518.9,1696.5,1455.9,1602.3,79350.80500000124
2020-11-09,1602.5,1646.5,1471.5,1519.5,65110.28400000108
2020-11-10,1519.9,1752.2,1479.4,1705.8,76420.21900000107
2020-11-11,1706.1,1769.8,1477.9,1529.8,49182.6290000013
2020-11-12,1528.7,1575.0,1401.0,1453.3,42878.72000000114
2020-11-13,1452.3,1691.9,1437.7,1667.9,53435.72600000115
2020-11-14,1666.6,1673.9,1506.5,1578.5,34144.773000001085
2020-11-15,1578.6,1868.6,1572.0,1708.7,68215.34600000117
2020-11-16,1708.2,1846.5,1657.1,1782.2,52986.7660000012
2020-11-17,1780.5,2252.5,1767.3,2147.1,67328.2530000011
2020-11-18,2145.8,2180.0,1783.1,2073.2,69647.14200000103
2020-11-19,2073.2,2487.0,1960.0,2334.9,74000.99100000093
2020-11-20,2339.4,2754.0,2309.3,2521.9,70329.4920000011
2020-11-21,2522.7,2600.5,2231.0,2331.8,50034.06900000115
2020-11-22,2328.9,2399.0,2040.0,2207.0,72263.39100000144
2020-11-23,2205.0,2337.3,2116.8,2238.0,37888.9530000014
2020-11-24,2236.6,2369.0,2100.0,2212.7,41479.84700000149
2020-11-25,2212.9,2264.5,1876.5,1936.7,31377.303000001528
2020-11-26,1935.5,1979.7,1509.2,1770.8,65773.24700000182
2020-11-27,1771.5,1958.9,1704.5,1769.5,41643.56200000169
2020-11-28,1770.5,1848.4,1710.6,1819.5,20823.984000001776
2020-11-29,1819.5,1925.8,1749.1,1853.8,24601.361000001743
2020-11-30,1853.8,2051.5,1853.8,2030.6,30040.285000001862
2020-12-01,2032.4,2170.8,1825.0,1878.5,37843.77200000183
2020-12-02,1876.4,2171.2,1833.6,2068.9,37601.13000000176
2020-12-03,2067.0,2272.0,1973.8,2217.9,29804.738000001726
2020-12-04,2217.5,2308.1,1870.0,1899.6,32278.981000001797
2020-12-05,1898.4,2043.0,1871.9,2029.8,19704.82500000174
2020-12-06,2029.8,2085.5,1905.0,1962.5,12435.471000001771
2020-12-07,1962.7,2048.3,1928.2,1957.2,13861.211000001807
2020-12-08,1957.2,1972.0,1790.1,1812.6,18414.436000001766
2020-12-09,1812.2,1850.6,1730.1,1823.7,16780.599000001785
2020-12-10,1823.7,1833.9,1762.8,1804.5,9916.448000001814
2020-12-11,1804.7,1812.8,1642.0,1694.6,15343.256000001787
2020-12-12,1695.2,1819.5,1691.2,1751.3,12299.414000001778
2020-12-13,1750.8,1858.0,1734.6,1796.5,10971.430000001777
2020-12-14,1797.7,1808.4,1758.0,1770.3,7613.8080000017735
2020-12-15,1771.0,1832.9,1765.0,1783.8,8726.271000001818
2020-12-16,1783.6,1880.5,1701.9,1855.9,16341.91100000179
2020-12-17,1854.3,1913.7,1752.7,1784.7,25775.123000001746
2020-12-18,1783.3,1868.8,1731.5,1811.6,15817.721000001799
2020-12-19,1811.5,1897.4,1782.6,1793.0,16561.43300000177
2020-12-20,1792.8,1835.2,1659.4,1696.9,14759.938000001808
2020-12-21,1696.3,1759.9,1575.3,1631.0,17402.984000001874
2020-12-22,1631.0,1684.9,1510.7,1599.0,16634.73100000186
2020-12-23,1599.1,1650.0,1155.1,1345.0,25640.82400000185
2020-12-24,1345.1,1450.5,1283.2,1448.1,23154.415000001885
2020-12-25,1448.4,1550.4,1414.7,1466.7,16126.25700000186
2020-12-26,1466.4,1500.0,1368.1,1419.8,10898.11100000185
2020-12-27,1419.5,1617.9,1336.7,1432.3,20543.619000001934
2020-12-28,1431.7,1518.0,1416.9,1458.5,10499.463000001891
2020-12-29,1458.6,1490.6,1324.2,1396.2,10435.221000001908
