date,open,high,low,close,volume
2020-06-25,0.3432,0.347,0.3308,0.3353,2449884.200000014
2020-06-26,0.3353,0.3619,0.3334,0.3528,15151477.900000002
2020-06-27,0.3528,0.3674,0.3076,0.3325,13551118.000000054
2020-06-28,0.3325,0.3419,0.3205,0.3309,4393497.600000009
2020-06-29,0.3309,0.3455,0.3265,0.3452,2990623.200000001
2020-06-30,0.3454,0.3454,0.3326,0.3351,2421534.1000000034
2020-07-01,0.3346,0.3442,0.3314,0.3359,2743305.7000000025
2020-07-02,0.336,0.3592,0.3315,0.3444,7936098.300000016
2020-07-03,0.3444,0.3991,0.3436,0.3818,33327462.700000033
2020-07-04,0.3816,0.4266,0.3731,0.3885,36709773.10000018
2020-07-05,0.3885,0.4206,0.3621,0.4155,29880729.200000234
2020-07-06,0.4155,0.4248,0.3881,0.4012,31883269.600000292
2020-07-07,0.4008,0.4288,0.3911,0.4098,30486813.70000028
2020-07-08,0.4098,0.4796,0.4059,0.4484,62903396.500000246
2020-07-09,0.4484,0.454,0.4077,0.4269,37262776.700000115
2020-07-10,0.4266,0.4294,0.3954,0.4115,22957704.300000116
2020-07-11,0.4121,0.4437,0.4095,0.4366,23873401.80000013
2020-07-12,0.4365,0.4433,0.4161,0.429,15225583.400000138
2020-07-13,0.429,0.4297,0.3957,0.4017,21057571.000000115
2020-07-14,0.4014,0.4059,0.3777,0.395,16321703.40000018
2020-07-15,0.3952,0.4095,0.3883,0.3906,11185984.500000203
2020-07-16,0.3906,0.4038,0.3659,0.4014,20374199.000000216
2020-07-17,0.4013,0.4145,0.3817,0.3974,20009184.60000026
2020-07-18,0.3975,0.4299,0.3873,0.4183,28183369.80000024
2020-07-19,0.4185,0.4317,0.4023,0.4199,21542013.800000194
2020-07-20,0.4201,0.4287,0.3932,0.3952,15138343.100000167
2020-07-21,0.3951,0.41,0.3924,0.4005,9623335.40000015
2020-07-22,0.4006,0.409,0.3969,0.4005,8833259.700000172
2020-07-23,0.4005,0.4113,0.3875,0.3929,12829570.80000016
2020-07-24,0.3928,0.3963,0.3831,0.3873,11909983.400000164
2020-07-25,0.3873,0.4005,0.3841,0.3948,13659609.700000167
2020-07-26,0.395,0.3974,0.3765,0.3859,12513848.500000145
2020-07-27,0.3859,0.389,0.3372,0.3672,24303725.500000212
2020-07-28,0.3674,0.3862,0.3626,0.3826,13828147.700000174
2020-07-29,0.3828,0.412,0.3827,0.3846,25751061.80000022
2020-07-30,0.3848,0.3954,0.3784,0.3887,10891575.600000292
2020-07-31,0.3887,0.3939,0.3789,0.3815,9527431.500000257
2020-08-01,0.3815,0.4098,0.3795,0.4006,19554262.200000223
2020-08-02,0.4006,0.4121,0.3,0.3797,23822193.20000014
2020-08-03,0.3801,0.3927,0.3738,0.3818,10536766.300000144
2020-08-04,0.3819,0.4087,0.3818,0.3981,17597500.400000107
2020-08-05,0.3982,0.4133,0.3905,0.3973,18666479.300000098
2020-08-06,0.3975,0.4175,0.3855,0.4142,25624304.400000118
2020-08-07,0.4144,0.4314,0.3822,0.3933,29884299.100000042
2020-08-08,0.3932,0.4276,0.3908,0.422,25081999.4
2020-08-09,0.422,0.4498,0.4147,0.4395,34778206.500000075
2020-08-10,0.4395,0.5046,0.4156,0.4818,60110998.500000015
2020-08-11,0.4821,0.4837,0.4191,0.443,52120727.8000001
2020-08-12,0.443,0.4672,0.4036,0.463,42743576.90000016
2020-08-13,0.4627,0.4771,0.4251,0.4504,45146617.000000104
2020-08-14,0.4505,0.5487,0.4435,0.5397,74844447.49999997
2020-08-15,0.54,0.5551,0.4919,0.497,82722805.40000048
2020-08-16,0.4967,0.6252,0.4816,0.6105,77658128.1000002
2020-08-17,0.6107,0.6351,0.55,0.5626,57548292.40000031
2020-08-18,0.5626,0.6124,0.5346,0.566,41376755.9000005
2020-08-19,0.5662,0.5957,0.4951,0.5138,62240726.400000386
2020-08-20,0.5138,0.6903,0.5057,0.6138,88464148.00000025
2020-08-21,0.6138,0.9577,0.6128,0.6959,371797426.1000001
2020-08-22,0.6959,0.8457,0.633,0.7291,161929436.1000004
2020-08-23,0.7292,0.8,0.6891,0.7225,57595994.00000071
2020-08-24,0.7225,0.7632,0.698,0.7311,37091772.80000063
2020-08-25,0.7312,0.7353,0.6037,0.6496,39640611.90000081
2020-08-26,0.6497,0.6947,0.6159,0.6606,36943119.00000075
2020-08-27,0.6615,0.6792,0.5826,0.6059,33073619.10000063
2020-08-28,0.6059,0.6481,0.594,0.6412,26472485.60000069
2020-08-29,0.6406,0.6693,0.6233,0.6461,29833497.90000068
2020-08-30,0.6458,0.6547,0.6306,0.6381,20582635.000000767
2020-08-31,0.6379,0.6404,0.6104,0.6127,17656080.600000624
2020-09-01,0.6131,0.6335,0.5968,0.6029,26123096.900000673
2020-09-02,0.6031,0.606,0.5008,0.558,31387533.10000068
2020-09-03,0.5579,0.574,0.4295,0.4432,37615473.20000064
2020-09-04,0.4437,0.5241,0.4225,0.5131,48563238.00000056
2020-09-05,0.5131,0.5229,0.4056,0.4298,38073021.8000007
2020-09-06,0.4294,0.4695,0.41,0.4605,18177537.200000696
2020-09-07,0.4606,0.4846,0.4171,0.4594,18906756.90000076
2020-09-08,0.4596,0.4634,0.4154,0.4336,11694288.400000762
2020-09-09,0.4335,0.4733,0.4215,0.4592,9778909.200000744
2020-09-10,0.4597,0.499,0.4533,0.4706,13310189.20000077
2020-09-11,0.4711,0.5324,0.471,0.5279,31487024.600000713
2020-09-12,0.5279,0.5347,0.506,0.5161,16385473.600000748
2020-09-13,0.5159,0.5167,0.4681,0.4905,14424127.500000736
2020-09-14,0.4904,0.4929,0.4712,0.4742,10154570.900000725
2020-09-15,0.4744,0.4794,0.4454,0.4495,8650481.300000736
2020-09-16,0.4492,0.4493,0.4234,0.4287,9191814.200000761
2020-09-17,0.429,0.453,0.4272,0.4409,11296038.400000762
2020-09-18,0.441,0.4425,0.4108,0.417,11614249.30000076
2020-09-19,0.417,0.4293,0.4038,0.429,7100254.8000007365
2020-09-20,0.429,0.429,0.3868,0.3949,8753534.600000752
2020-09-21,0.3951,0.4056,0.3426,0.3673,21394508.700000726
2020-09-22,0.3676,0.3882,0.351,0.3805,10728858.300000647
2020-09-23,0.3806,0.3879,0.3356,0.3411,14386402.500000674
2020-09-24,0.341,0.3868,0.3382,0.3828,11669035.500000652
2020-09-25,0.3828,0.4125,0.3704,0.4056,15706302.10000066
2020-09-26,0.4057,0.4126,0.3838,0.391,10464824.600000625
2020-09-27,0.391,0.4034,0.3745,0.3955,14750419.000000637
2020-09-28,0.3958,0.44,0.3956,0.4137,25097609.300000686
2020-09-29,0.4137,0.4184,0.3852,0.4078,17914361.200000703
2020-09-30,0.408,0.4113,0.3866,0.4097,7487604.200000708
2020-10-01,0.4098,0.4298,0.3887,0.3991,17113648.500000693
2020-10-02,0.3987,0.4001,0.3551,0.3891,13733323.80000069
2020-10-03,0.3892,0.3938,0.3752,0.3765,4939646.900000669
2020-10-04,0.3764,0.3814,0.3636,0.3764,5574849.200000697
2020-10-05,0.3764,0.3813,0.3701,0.3766,5289322.400000704
2020-10-06,0.3768,0.3781,0.3479,0.3516,8928590.700000707
2020-10-07,0.3516,0.3592,0.3349,0.3571,10814916.60000066
2020-10-08,0.357,0.373,0.337,0.3675,9701440.800000673
2020-10-09,0.3676,0.3947,0.361,0.3897,9235074.80000069
2020-10-10,0.3897,0.4071,0.3894,0.3953,8502910.300000709
2020-10-11,0.395,0.398,0.3862,0.3909,6618104.900000681
2020-10-12,0.3908,0.41,0.3801,0.396,8896660.600000668
2020-10-13,0.3962,0.4279,0.391,0.4182,17292384.900000684
2020-10-14,0.4183,0.4346,0.3725,0.3864,21607022.100000676
2020-10-15,0.3865,0.3969,0.3665,0.3967,9488813.800000682
2020-10-16,0.3967,0.4099,0.3786,0.3898,17004984.700000685
2020-10-17,0.3899,0.3954,0.3742,0.3846,8876455.600000655
2020-10-18,0.3844,0.3981,0.383,0.3893,5700318.400000626
2020-10-19,0.3893,0.4011,0.3832,0.3899,7638544.600000627
2020-10-20,0.3903,0.3905,0.3547,0.3638,15779032.500000669
2020-10-21,0.3638,0.3864,0.3627,0.3756,10967822.000000643
2020-10-22,0.3752,0.3942,0.3745,0.3814,9348568.500000646
2020-10-23,0.3812,0.3892,0.3701,0.3761,9135392.900000645
2020-10-24,0.3763,0.3848,0.3729,0.3795,4907229.00000066
2020-10-25,0.3795,0.3795,0.3665,0.369,6459515.5000006715
2020-10-26,0.3694,0.3831,0.3522,0.3573,10827292.90000067
2020-10-27,0.3573,0.3718,0.3564,0.3612,8444320.80000065
2020-10-28,0.3614,0.3646,0.3302,0.3367,14183985.5000007
2020-10-29,0.3366,0.3461,0.327,0.3369,12219786.700000664
2020-10-30,0.3369,0.3435,0.3148,0.3252,11800130.000000712
2020-10-31,0.325,0.3358,0.3201,0.3209,8117643.800000687
2020-11-01,0.3208,0.3391,0.3195,0.3372,9090524.7000007
2020-11-02,0.3372,0.3525,0.328,0.3288,14474613.200000726
2020-11-03,0.3287,0.3301,0.32,0.3259,11069787.700000692
2020-11-04,0.326,0.3263,0.3061,0.3174,12240533.200000703
2020-11-05,0.3179,0.3471,0.3145,0.3466,14283661.90000074
2020-11-06,0.3465,0.3797,0.3437,0.3772,20774467.900000744
2020-11-07,0.3773,0.4007,0.3393,0.349,34464854.80000082
2020-11-08,0.3489,0.3782,0.345,0.3667,11788560.400000772
2020-11-09,0.3668,0.3703,0.3435,0.3549,11092402.200000806
2020-11-10,0.3551,0.3914,0.3531,0.3878,14458075.600000767
2020-11-11,0.388,0.3957,0.3648,0.3656,15354342.500000801
2020-11-12,0.3657,0.3752,0.3582,0.3604,9442848.900000807
2020-11-13,0.3605,0.3883,0.3596,0.3872,17593535.20000075
2020-11-14,0.3872,0.3882,0.3599,0.3747,13738233.600000892
2020-11-15,0.3748,0.3796,0.3501,0.3595,14616710.000000851
2020-11-16,0.3595,0.3828,0.3561,0.3729,15759798.000000948
2020-11-17,0.3729,0.3913,0.3716,0.3835,19812699.900000937
2020-11-18,0.3835,0.3869,0.3545,0.3657,22246813.2000009
2020-11-19,0.3657,0.3746,0.3555,0.3661,14728871.70000094
2020-11-20,0.3662,0.3833,0.3656,0.375,17160663.700000938
2020-11-21,0.3751,0.4243,0.3745,0.4171,35288454.70000081
2020-11-22,0.4174,0.4295,0.3822,0.3983,32079178.000000697
2020-11-23,0.3981,0.4395,0.3922,0.4394,31117118.40000062
2020-11-24,0.4393,0.479,0.4155,0.4662,51686612.300000586
2020-11-25,0.4664,0.5286,0.4225,0.4435,68327303.80000052
2020-11-26,0.4435,0.4579,0.365,0.4085,57138063.600000605
2020-11-27,0.4086,0.4251,0.3845,0.4038,17965556.000000536
2020-11-28,0.4039,0.4294,0.3925,0.4162,16571450.400000501
2020-11-29,0.4164,0.4209,0.4045,0.416,11527852.00000059
2020-11-30,0.416,0.4335,0.4042,0.4296,13209193.400000626
2020-12-01,0.4296,0.4496,0.3887,0.3996,21879222.800000552
2020-12-02,0.3995,0.4321,0.393,0.4266,14669249.200000603
2020-12-03,0.4265,0.4367,0.4201,0.4311,11436414.40000056
2020-12-04,0.431,0.4385,0.3873,0.393,18137736.200000584
2020-12-05,0.3931,0.4137,0.389,0.4091,6045514.800000565
2020-12-06,0.4088,0.4118,0.3939,0.4006,7854303.10000054
2020-12-07,0.4006,0.4146,0.3979,0.4051,8030230.900000587
